Wall time,Step,Value
1722208133.5228114,1849896,2731.90087890625
1722208157.8525114,1856242,2737.1748046875
1722208158.0313966,1856298,2743.2392578125
1722208178.7335167,1862644,2742.494140625
1722208178.895383,1862700,2752.243896484375
1722208201.2745311,1869046,2748.534912109375
1722208201.4405596,1869104,2747.214599609375
1722208222.4217393,1875448,2761.352294921875
1722208222.6101558,1875506,2756.6689453125
1722208246.9062648,1881842,2752.966796875
1722208247.123855,1881908,2758.65234375
1722208268.6238286,1888238,2755.8466796875
1722208270.874112,1888310,2761.748779296875
1722208292.289105,1894632,2761.79248046875
1722208292.5346751,1894708,2762.906494140625
1722208316.00847,1901036,2769.57861328125
1722208316.2261896,1901110,2765.253173828125
1722208337.2335312,1907436,2773.188720703125
1722208337.4685779,1907508,2767.23046875
1722208360.803406,1913838,2774.937744140625
1722208361.0334985,1913910,2776.9208984375
1722208383.0213726,1920240,2782.290283203125
1722208383.250529,1920314,2779.81494140625
1722208406.1306448,1926644,2779.058837890625
1722208406.3427293,1926716,2781.244384765625
1722208426.765957,1933048,2785.820068359375
1722208426.967011,1933114,2784.930908203125
1722208449.0636277,1939450,2789.0205078125
1722208449.2790992,1939516,2786.9423828125
1722208474.171324,1945852,2793.56591796875
1722208474.3759146,1945920,2792.179443359375
1722208495.7368174,1952256,2796.12890625
1722208495.9238856,1952318,2789.833251953125
1722208519.9051173,1958650,2790.75146484375
1722208520.1233053,1958720,2795.339599609375
1722208543.2733095,1965052,2800.481201171875
1722208543.4902976,1965122,2800.5595703125
1722208566.5987525,1971442,2795.123046875
1722208566.8571224,1971524,2801.757080078125
1722208588.6683326,1977840,2800.521728515625
1722208588.9374068,1977926,2809.003662109375
1722208616.518176,1984234,2802.872314453125
1722208616.8517942,1984328,2799.707763671875
1722208639.6871932,1990634,2803.366455078125
1722208642.3696687,1990730,2807.787109375
1722208663.638443,1997036,2810.3662109375
1722208663.9218962,1997132,2807.333984375
